Country,Year,Attack_Type,Target_Industry,Financial_Loss ,Affected_Users,Attack_Source,Vulnerability_Type,Defense_Mechanism,Resolution_time ,Risk_score,Threat_level,Attack_severity
Germany,2024,Man-in-the-Middle,Education,26.58,313397,Hacker Group,Social Engineering,AI-based Detection,36,0.280132037,Low,Moderate
Australia,2023,Malware,Retail,5.24,696902,Nation-state,Unpatched Software,Encryption,21,0.245830607,Low,Moderate
UK,2024,Phishing,Banking,30.39,156576,Hacker Group,Unpatched Software,VPN,72,0.259741226,Low,Low
UK,2020,Phishing,Healthcare,66.55,843310,Hacker Group,Zero-day,Antivirus,71,0.718981966,High,Critical
China,2016,DDoS,Telecommunications,83.02,281862,Insider,Social Engineering,AI-based Detection,4,0.665787595,Medium,Moderate
India,2024,Ransomware,IT,88.23,526308,Insider,Unpatched Software,Antivirus,23,0.775621819,High,Moderate
Russia,2018,DDoS,IT,5.18,826924,Insider,Social Engineering,VPN,35,0.284431408,Low,Critical
China,2024,DDoS,IT,13.77,928751,Insider,Social Engineering,Encryption,26,0.375126675,Medium,Critical
China,2021,Ransomware,Education,21.90,304804,Hacker Group,Weak Passwords,AI-based Detection,53,0.24478992,Low,Moderate
Brazil,2024,Man-in-the-Middle,Education,34.42,960625,Nation-state,Weak Passwords,Firewall,48,0.529256823,Medium,Critical
France,2019,Ransomware,Government,57.90,264088,Unknown,Weak Passwords,AI-based Detection,28,0.484595862,Medium,Moderate
Australia,2022,Phishing,Healthcare,61.97,633750,Insider,Unpatched Software,Antivirus,45,0.624027804,Medium,Moderate
China,2021,Ransomware,Healthcare,56.11,255531,Unknown,Social Engineering,Firewall,17,0.469496572,Medium,Low
Australia,2018,Ransomware,Banking,50.64,874035,Insider,Unpatched Software,Antivirus,38,0.616821693,Medium,Critical
USA,2017,DDoS,Healthcare,64.99,632431,Insider,Zero-day,VPN,55,0.644774074,Medium,Moderate
Brazil,2018,Ransomware,Education,69.04,939146,Nation-state,Zero-day,Firewall,56,0.765175007,High,Critical
India,2022,Man-in-the-Middle,Retail,13.82,633855,Hacker Group,Social Engineering,Antivirus,37,0.286975607,Low,Moderate
Australia,2016,Malware,Government,22.48,686176,Nation-state,Zero-day,Firewall,62,0.363303701,Medium,Moderate
China,2022,Malware,Retail,11.31,561807,Unknown,Zero-day,Antivirus,17,0.247781558,Low,Moderate
India,2023,SQL Injection,Government,60.53,15768,Unknown,Zero-day,VPN,66,0.428484502,Medium,Low
Germany,2019,Malware,Healthcare,98.45,32423,Hacker Group,Weak Passwords,Antivirus,45,0.698949374,High,Low
China,2021,SQL Injection,IT,97.06,329378,Nation-state,Weak Passwords,VPN,61,0.778337429,High,Moderate
India,2020,Phishing,Healthcare,64.70,541451,Hacker Group,Weak Passwords,Encryption,17,0.615439905,Medium,Moderate
China,2020,Man-in-the-Middle,Education,1.05,255393,Unknown,Unpatched Software,Encryption,71,0.083996611,Low,Low
Japan,2017,Phishing,Government,89.97,141115,Hacker Group,Zero-day,AI-based Detection,9,0.672202943,Medium,Low
India,2015,Man-in-the-Middle,Telecommunications,48.58,358210,Nation-state,Zero-day,AI-based Detection,11,0.447596248,Medium,Moderate
Japan,2023,Man-in-the-Middle,Education,16.42,60322,Insider,Zero-day,VPN,22,0.133054703,Low,Low
China,2019,Ransomware,Government,15.42,555153,Unknown,Zero-day,Encryption,11,0.274557507,Low,Moderate
India,2018,SQL Injection,Healthcare,47.15,98266,Insider,Social Engineering,Firewall,18,0.359573572,Medium,Low
Russia,2019,Man-in-the-Middle,IT,52.80,633511,Insider,Zero-day,VPN,58,0.559759658,Medium,Moderate
UK,2015,Man-in-the-Middle,Banking,64.88,976213,Unknown,Social Engineering,Firewall,28,0.747176255,High,Critical
Brazil,2016,DDoS,Telecommunications,94.10,838739,Unknown,Social Engineering,VPN,21,0.910479452,High,Critical
China,2023,Ransomware,IT,23.18,367503,Nation-state,Weak Passwords,Encryption,17,0.272567384,Low,Moderate
China,2018,Ransomware,Education,17.44,598614,Insider,Social Engineering,VPN,59,0.301741981,Low,Moderate
France,2022,Phishing,Retail,22.72,629571,Hacker Group,Unpatched Software,VPN,41,0.347996169,Medium,Moderate
Japan,2021,Man-in-the-Middle,Education,69.99,834355,Nation-state,Unpatched Software,AI-based Detection,71,0.740376893,High,Critical
USA,2020,Man-in-the-Middle,IT,87.88,731495,Nation-state,Unpatched Software,Antivirus,3,0.83475015,High,Moderate
UK,2020,SQL Injection,Retail,69.91,354637,Insider,Social Engineering,VPN,63,0.595848889,Medium,Moderate
USA,2020,Ransomware,Banking,27.45,60428,Nation-state,Weak Passwords,Antivirus,27,0.210304236,Low,Low
China,2024,DDoS,Retail,13.17,95351,Nation-state,Unpatched Software,Antivirus,11,0.120814965,Low,Low
Brazil,2020,Phishing,Retail,50.99,826159,Insider,Weak Passwords,VPN,3,0.604903894,Medium,Critical
France,2020,SQL Injection,Healthcare,66.92,234301,Insider,Zero-day,AI-based Detection,32,0.538802814,Medium,Low
UK,2020,Phishing,Healthcare,39.47,551014,Nation-state,Social Engineering,Firewall,71,0.44168219,Medium,Moderate
Brazil,2017,SQL Injection,Telecommunications,4.35,809757,Nation-state,Social Engineering,VPN,61,0.273468846,Low,Critical
UK,2017,Malware,Healthcare,24.06,612319,Unknown,Social Engineering,Antivirus,47,0.352199617,Medium,Moderate
UK,2015,Phishing,Telecommunications,21.80,312051,Nation-state,Unpatched Software,VPN,41,0.246264744,Low,Moderate
USA,2018,Phishing,Banking,89.74,279786,Insider,Zero-day,VPN,46,0.712209272,High,Moderate
Australia,2016,Phishing,Government,72.34,847817,Hacker Group,Social Engineering,Firewall,13,0.760868613,High,Critical
Australia,2016,Man-in-the-Middle,Education,37.48,382682,Nation-state,Zero-day,Firewall,12,0.377232758,Medium,Moderate
USA,2021,Phishing,IT,38.20,159917,Insider,Zero-day,Antivirus,47,0.31541936,Low,Low
France,2023,Man-in-the-Middle,Government,85.85,841548,Unknown,Zero-day,Firewall,68,0.853566684,High,Critical
Japan,2017,DDoS,Healthcare,5.50,751586,Nation-state,Social Engineering,AI-based Detection,24,0.264061979,Low,Moderate
Germany,2024,Man-in-the-Middle,Banking,53.51,680154,Nation-state,Zero-day,Firewall,2,0.578728165,Medium,Moderate
France,2023,Phishing,Education,37.38,978508,Insider,Weak Passwords,Firewall,42,0.555345754,Medium,Critical
Germany,2020,Man-in-the-Middle,IT,84.55,392247,Unknown,Zero-day,Antivirus,7,0.709626258,High,Moderate
Russia,2023,SQL Injection,Retail,34.87,446911,Unknown,Weak Passwords,Firewall,25,0.378236666,Medium,Moderate
Australia,2023,Ransomware,IT,17.26,777799,Insider,Weak Passwords,Firewall,2,0.354256983,Medium,Critical
Australia,2016,Ransomware,Healthcare,82.99,799581,Nation-state,Zero-day,AI-based Detection,50,0.820949985,High,Critical
Germany,2015,Man-in-the-Middle,Retail,85.34,819676,Hacker Group,Zero-day,Antivirus,59,0.843432331,High,Critical
Japan,2023,SQL Injection,Telecommunications,31.46,192430,Nation-state,Unpatched Software,AI-based Detection,49,0.277992103,Low,Low
UK,2016,DDoS,Telecommunications,74.50,735,Hacker Group,Unpatched Software,Firewall,69,0.521772736,Medium,Low
USA,2023,Ransomware,Healthcare,12.79,654947,Insider,Social Engineering,Encryption,23,0.286094797,Low,Moderate
USA,2018,DDoS,Banking,10.01,327826,Hacker Group,Social Engineering,AI-based Detection,35,0.168460718,Low,Moderate
France,2016,Man-in-the-Middle,Healthcare,23.99,106126,Unknown,Weak Passwords,Antivirus,19,0.19979622,Low,Low
Russia,2022,Man-in-the-Middle,IT,34.57,46493,Insider,Unpatched Software,Encryption,62,0.255967194,Low,Low
Japan,2021,Man-in-the-Middle,Education,15.78,733307,Nation-state,Social Engineering,Firewall,29,0.330543474,Low,Moderate
France,2015,Malware,Government,71.91,789673,Unknown,Weak Passwords,Antivirus,31,0.740408743,High,Critical
China,2017,Ransomware,Education,64.93,159061,Insider,Weak Passwords,Firewall,12,0.502291179,Medium,Low
China,2020,Phishing,Education,6.35,80748,Hacker Group,Zero-day,Encryption,8,0.068687691,Low,Low
UK,2020,Man-in-the-Middle,IT,85.85,697536,Unknown,Social Engineering,AI-based Detection,72,0.810347309,High,Moderate
Brazil,2019,SQL Injection,Healthcare,46.50,748146,Insider,Weak Passwords,AI-based Detection,13,0.550058305,Medium,Moderate
Russia,2020,Man-in-the-Middle,Telecommunications,64.39,803579,Unknown,Weak Passwords,VPN,1,0.691936802,High,Critical
France,2021,Phishing,Retail,13.47,537683,Insider,Unpatched Software,VPN,41,0.255663228,Low,Moderate
France,2020,DDoS,Retail,40.72,743271,Nation-state,Social Engineering,Firewall,10,0.508131225,Medium,Moderate
Australia,2018,Malware,Telecommunications,36.01,215231,Unknown,Zero-day,AI-based Detection,49,0.316688086,Low,Low
UK,2022,Phishing,Banking,57.89,135941,Nation-state,Social Engineering,AI-based Detection,7,0.446067718,Medium,Low
USA,2017,Phishing,IT,7.95,362478,Hacker Group,Zero-day,Encryption,67,0.164438671,Low,Moderate
Russia,2022,DDoS,Education,13.89,537149,Nation-state,Unpatched Software,VPN,54,0.258443263,Low,Moderate
China,2016,SQL Injection,Retail,96.28,162061,Insider,Zero-day,Firewall,32,0.722663455,High,Low
China,2016,Ransomware,Banking,94.63,455702,Hacker Group,Weak Passwords,Antivirus,5,0.799236765,High,Moderate
UK,2021,Ransomware,Telecommunications,13.26,448367,Nation-state,Social Engineering,AI-based Detection,7,0.227388497,Low,Moderate
France,2019,Malware,Retail,21.92,603904,Nation-state,Unpatched Software,Firewall,38,0.334692697,Medium,Moderate
France,2016,Malware,IT,81.81,331741,Hacker Group,Social Engineering,Antivirus,29,0.672285912,Medium,Moderate
Japan,2023,Ransomware,Education,58.79,983506,Hacker Group,Social Engineering,AI-based Detection,35,0.70673069,High,Critical
China,2015,Phishing,Retail,14.72,914743,Insider,Social Engineering,AI-based Detection,69,0.377573406,Medium,Critical
Germany,2022,Malware,Banking,59.70,258587,Insider,Social Engineering,VPN,7,0.49554622,Medium,Moderate
Brazil,2020,Man-in-the-Middle,Retail,16.26,527964,Insider,Zero-day,Firewall,28,0.272278416,Low,Moderate
Brazil,2015,Phishing,Banking,29.61,593384,Unknown,Zero-day,Firewall,65,0.385370928,Medium,Moderate
UK,2023,Malware,IT,82.38,386972,Insider,Unpatched Software,AI-based Detection,56,0.692851661,High,Moderate
China,2017,DDoS,Healthcare,96.49,644339,Insider,Unpatched Software,Antivirus,71,0.868869831,High,Moderate
Brazil,2024,DDoS,Healthcare,76.39,782425,Insider,Weak Passwords,Encryption,13,0.769596685,High,Critical
Russia,2024,SQL Injection,Banking,79.98,84185,Nation-state,Weak Passwords,VPN,2,0.585180713,Medium,Low
UK,2022,Malware,Healthcare,91.65,337120,Insider,Weak Passwords,Firewall,59,0.74278709,High,Moderate
UK,2020,Phishing,Banking,3.84,241282,Hacker Group,Social Engineering,Encryption,55,0.099293718,Low,Low
China,2023,DDoS,Healthcare,97.15,734819,Unknown,Unpatched Software,AI-based Detection,50,0.900644204,High,Moderate
Australia,2024,DDoS,Healthcare,77.04,8517,Hacker Group,Weak Passwords,Encryption,4,0.541889966,Medium,Low
UK,2018,Man-in-the-Middle,Government,91.52,865257,Nation-state,Social Engineering,VPN,19,0.900375951,High,Critical
Germany,2023,SQL Injection,Education,37.40,662428,Insider,Weak Passwords,AI-based Detection,4,0.460627145,Medium,Moderate
China,2020,Malware,Healthcare,11.89,646567,Insider,Unpatched Software,VPN,15,0.277279249,Low,Moderate
USA,2019,DDoS,Telecommunications,43.29,266748,Unknown,Unpatched Software,Antivirus,30,0.383113926,Medium,Moderate
USA,2022,Ransomware,Retail,92.88,771367,Hacker Group,Social Engineering,Firewall,5,0.881719618,High,Critical
USA,2020,DDoS,Banking,99.81,948174,Unknown,Social Engineering,AI-based Detection,4,0.983295937,High,Critical
Brazil,2017,DDoS,Healthcare,62.74,460264,Unknown,Social Engineering,Firewall,9,0.57735354,Medium,Moderate
USA,2017,DDoS,Government,96.89,794147,Unknown,Unpatched Software,Antivirus,4,0.916628921,High,Critical
France,2015,SQL Injection,IT,43.86,72222,Unknown,Weak Passwords,Firewall,64,0.328725216,Low,Low
France,2020,DDoS,Telecommunications,66.27,995231,Nation-state,Weak Passwords,Firewall,53,0.762614711,High,Critical
Japan,2021,Malware,Retail,90.80,841766,Nation-state,Social Engineering,AI-based Detection,16,0.888285573,High,Critical
Russia,2015,Man-in-the-Middle,IT,95.04,566542,Unknown,Weak Passwords,Firewall,58,0.835371194,High,Moderate
UK,2022,Malware,Healthcare,12.67,781284,Hacker Group,Weak Passwords,Firewall,11,0.323169652,Low,Critical
UK,2021,Phishing,IT,89.59,361270,Nation-state,Weak Passwords,VPN,31,0.735613293,High,Moderate
India,2022,Malware,Telecommunications,97.03,404834,Hacker Group,Zero-day,VPN,62,0.800772473,High,Moderate
China,2023,DDoS,Government,53.46,374484,Unknown,Unpatched Software,Antivirus,46,0.486643647,Medium,Moderate
Australia,2020,SQL Injection,IT,21.02,681476,Unknown,Weak Passwords,VPN,6,0.351672164,Medium,Moderate
India,2019,SQL Injection,Retail,15.39,514826,Hacker Group,Unpatched Software,Firewall,72,0.262244968,Low,Moderate
Japan,2022,Malware,Education,97.32,742866,Nation-state,Social Engineering,Encryption,61,0.904249304,High,Moderate
UK,2016,Ransomware,Healthcare,61.66,639896,Hacker Group,Social Engineering,VPN,63,0.623702061,Medium,Moderate
Australia,2022,SQL Injection,IT,15.29,42346,Hacker Group,Unpatched Software,VPN,33,0.119749143,Low,Low
Japan,2019,Malware,Telecommunications,5.88,235399,Unknown,Social Engineering,Antivirus,21,0.111809602,Low,Low
USA,2015,Man-in-the-Middle,Retail,24.93,448426,Nation-state,Weak Passwords,VPN,36,0.309104373,Low,Moderate
France,2020,Ransomware,Retail,97.37,467137,Nation-state,Social Engineering,Encryption,14,0.821850436,High,Moderate
Japan,2017,SQL Injection,Education,11.49,364107,Hacker Group,Social Engineering,AI-based Detection,28,0.189710028,Low,Moderate
India,2022,Man-in-the-Middle,Government,4.05,357898,Hacker Group,Social Engineering,Firewall,27,0.135761439,Low,Moderate
China,2016,DDoS,Banking,76.90,605118,Insider,Social Engineering,Firewall,30,0.71995552,High,Moderate
Russia,2022,Man-in-the-Middle,Education,96.44,106169,Nation-state,Unpatched Software,Encryption,28,0.707009845,High,Low
France,2016,Ransomware,Healthcare,34.29,157547,Insider,Unpatched Software,AI-based Detection,29,0.287335363,Low,Low
Brazil,2022,SQL Injection,Healthcare,56.63,242677,Insider,Social Engineering,Encryption,21,0.469279328,Medium,Low
China,2016,SQL Injection,Banking,63.67,385872,Insider,Zero-day,Firewall,50,0.561538442,Medium,Moderate
Germany,2018,DDoS,Retail,80.85,148209,Insider,Weak Passwords,Antivirus,54,0.610485535,Medium,Low
Japan,2022,DDoS,Healthcare,9.50,387457,Nation-state,Weak Passwords,VPN,61,0.182786193,Low,Moderate
Russia,2023,Malware,IT,47.22,404004,Nation-state,Social Engineering,Encryption,58,0.451818512,Medium,Moderate
UK,2018,Ransomware,Retail,28.98,981029,Nation-state,Weak Passwords,Antivirus,42,0.49729645,Medium,Critical
France,2017,Malware,Telecommunications,96.63,389525,Unknown,Zero-day,Antivirus,32,0.793377816,High,Moderate
India,2019,SQL Injection,IT,43.97,764974,Nation-state,Weak Passwords,VPN,18,0.537396777,Medium,Critical
India,2017,Man-in-the-Middle,Healthcare,91.40,621971,Nation-state,Weak Passwords,AI-based Detection,49,0.826523417,High,Moderate
Brazil,2024,SQL Injection,IT,53.71,680584,Insider,Zero-day,AI-based Detection,5,0.580257352,Medium,Moderate
China,2018,SQL Injection,Education,15.36,907858,Nation-state,Social Engineering,Encryption,47,0.3799876,Medium,Critical
Russia,2021,SQL Injection,Banking,80.68,983047,Hacker Group,Unpatched Software,Antivirus,19,0.859838265,High,Critical
France,2015,Malware,Government,17.30,610049,Hacker Group,Social Engineering,AI-based Detection,37,0.304193636,Low,Moderate
India,2021,SQL Injection,IT,52.16,100105,Unknown,Zero-day,Firewall,56,0.395198981,Medium,Low
USA,2023,SQL Injection,Government,89.46,59398,Hacker Group,Zero-day,Antivirus,8,0.644108535,Medium,Low
USA,2023,Malware,Banking,35.91,91974,Hacker Group,Zero-day,AI-based Detection,41,0.278997414,Low,Low
Brazil,2019,Ransomware,Healthcare,9.32,785564,Insider,Unpatched Software,Antivirus,70,0.301001775,Low,Critical
China,2023,Phishing,Banking,15.21,597516,Nation-state,Unpatched Software,Antivirus,15,0.2858009,Low,Moderate
UK,2019,Ransomware,IT,17.98,799372,Hacker Group,Zero-day,AI-based Detection,14,0.36577175,Medium,Critical
France,2018,SQL Injection,Banking,32.84,77096,Unknown,Weak Passwords,VPN,29,0.253040235,Low,Low
Brazil,2023,Man-in-the-Middle,Retail,59.18,610786,Nation-state,Social Engineering,AI-based Detection,31,0.597604136,Medium,Moderate
Japan,2021,SQL Injection,Telecommunications,28.33,667271,Insider,Weak Passwords,Firewall,22,0.398584226,Medium,Moderate
China,2023,Phishing,Banking,33.27,133315,Nation-state,Weak Passwords,AI-based Detection,25,0.272922395,Low,Low
Brazil,2019,SQL Injection,Government,24.93,381105,Unknown,Weak Passwords,Encryption,3,0.288900699,Low,Moderate
UK,2020,Ransomware,Banking,98.07,795120,Unknown,Social Engineering,Firewall,42,0.925181753,High,Critical
Russia,2017,SQL Injection,Healthcare,67.13,198285,Nation-state,Unpatched Software,Encryption,56,0.529464216,Medium,Low
India,2023,DDoS,Government,34.46,580270,Unknown,Unpatched Software,Firewall,35,0.415388687,Medium,Moderate
UK,2018,Ransomware,Retail,45.67,277410,Hacker Group,Social Engineering,Firewall,42,0.40297536,Medium,Moderate
Australia,2022,Man-in-the-Middle,Government,38.29,793946,Nation-state,Weak Passwords,Firewall,12,0.506327575,Medium,Critical
Australia,2019,Ransomware,Banking,15.21,126770,Insider,Weak Passwords,Encryption,67,0.144525534,Low,Low
Australia,2016,Phishing,IT,55.18,66776,Unknown,Zero-day,Encryption,29,0.406338745,Medium,Low
China,2018,DDoS,Telecommunications,83.50,434797,Insider,Social Engineering,Antivirus,21,0.715045184,High,Moderate
France,2024,SQL Injection,Retail,3.07,901137,Nation-state,Zero-day,Antivirus,10,0.29193196,Low,Critical
Australia,2020,Man-in-the-Middle,Banking,34.59,427407,Unknown,Unpatched Software,Encryption,47,0.370423134,Medium,Moderate
USA,2021,Phishing,Banking,28.75,959107,Unknown,Zero-day,Antivirus,35,0.489107288,Medium,Critical
Russia,2017,Man-in-the-Middle,IT,55.23,12439,Nation-state,Weak Passwords,Firewall,20,0.390381727,Medium,Low
Germany,2021,Man-in-the-Middle,Banking,14.45,292854,Nation-state,Unpatched Software,AI-based Detection,14,0.189048395,Low,Moderate
USA,2023,Malware,Banking,66.06,189116,Insider,Social Engineering,AI-based Detection,53,0.519221762,Medium,Low
USA,2017,Phishing,Telecommunications,19.60,889404,Unknown,Weak Passwords,Firewall,60,0.404132347,Medium,Critical
USA,2017,Man-in-the-Middle,Retail,58.98,566242,Nation-state,Social Engineering,VPN,63,0.582835916,Medium,Moderate
Brazil,2015,SQL Injection,IT,86.67,694491,Unknown,Unpatched Software,Firewall,65,0.81517405,High,Moderate
Australia,2015,DDoS,Education,51.54,297721,Nation-state,Weak Passwords,Antivirus,29,0.450164994,Medium,Moderate
China,2024,SQL Injection,Education,13.61,394335,Unknown,Zero-day,Encryption,43,0.213623223,Low,Moderate
